序号,区市县,街道,采样点名称,采样点地址,开放时间,联系电话
991,高新区,凌水街道,亲海社区采样点,大连市高新区小平岛邻海街69号, 周三、周六 8：00-11：30、13：30-18：00,84778283
992,高新区,凌水街道,瑞丰园社区采样点,大连市高新区瑞丰园社区门前, 周三、周六 8：00-11：30、13：30-18：00,84792990
993,高新区,凌水街道,文荟小区3号院采样点,大连市高新区凌水路176号楼西侧, 周三、周六 8：00-11：30、13：30-18：00,82289021
994,高新区,凌水街道,大华锦绣华城九期采样点,大连市高新区大华锦绣华城九期北门, 周三、周六 8：00-11：30、13：30-18：00,84721825
995,高新区,凌水街道,听海社区采样点,大连市高新区河口湾二期A07门岗对面, 周三、周六 8：00-11：30、13：30-18：00,84723440
996,高新区,凌水街道,普罗旺斯三期青峪服务站采样点,大连市高新区普罗旺斯三期青峪服务站门前, 周三、周六 8：00-11：30、13：30-18：00,84176832
997,高新区,凌水街道,蓝星花园小区门岗采样点,大连市高新园区蓝星花园小区门岗前, 周三、周六 8：00-11：30、13：30-18：00,84680855
998,高新区,七贤岭街道,环涛社区采样点,大连市高新区环涛路80-6号,周三、周六8：00-11：30 、13：30-18：00,39520633
999,高新区,七贤岭街道,礼贤社区采样点,大连市高新区黄浦路715号（礼贤社区门前）,周三、周六8：00-11：30 、13：30-18：00,39520617
1000,高新区,七贤岭街道,高能社区采样点,大连市高新区黄浦路555号附近,周三、周六8：00-11：30 、13：30-18：00,39520622
1001,高新区,七贤岭街道,敬贤社区采样点,大连市高新区火炬路18号,周三、周六8：00-11：30 、13：30-18：00,39520607
1002,高新区,七贤岭街道,黄浦社区采样点,大连市高新区黄浦路596号菁英汇后身,周三、周六8：00-11：30 、13：30-18：00,84821091
1003,高新区,七贤岭街道,爱贤社区采样点,大连市高新区任贤街5A（爱贤社区旁）,周三、周六8：00-11：30 、13：30-18：00,39520619
1004,高新区,七贤岭街道,汇贤社区采样点,大连市高新区汇贤街汇贤园11-14,周三、周六8：00-11：30 、13：30-18：00,39520558
1005,高新区,七贤岭街道,科海社区采样点,大连市高新区科海街17-1,周三、周六8：00-11：30 、13：30-18：00,84457307
1006,高新区,七贤岭街道,辅贤社区采样点,大连市高新区华录园5号楼前,周三、周六8：00-11：30 、13：30-18：00,39520649
1007,高新区,七贤岭街道,兴贤社区采样点,大连市高新区名仕智慧谷广贤路61号,周三、周六8：00-11：30 、13：30-18：00,39520698
1008,高新区,七贤岭街道,环海社区采样点,大连市高新区易贸中心地下车库室内,周三、周六8：00-11：30 、13：30-18：00,39520618
1009,高新区,七贤岭街道,聚贤社区采样点,大连市高新区聚贤路128号,周三、周六8：00-11：30 、13：30-18：00,39520611
1010,高新区,七贤岭街道,山园社区采样点,大连市高新区聚贤西园51-6号1层,周三、周六8：00-11：30 、13：30-18：00,39520600
1011,高新区,七贤岭街道,善水社区采样点,大连市高新区万达公寓2号楼,周三、周六8：00-11：30 、13：30-18：00,39520699
1012,高新区,龙王塘街道,官房社区核酸采样点,大连市高新区星玉兰街89号,周三、周六8：00-11：30 、13：30-18：00,86394208
1013,高新区,龙王塘街道,英歌石中心社区核酸采样点,大连市高新区苏岭园公建10-1号,周三、周六8：00-11：30 、13：30-18：00,86289192
1014,高新区,龙王塘街道,星月社区采样点,大连市高新区龙王塘街道百顺园9号,周三、周六8：00-11：30 、13：30-18：00,86182007
1015,高新区,龙王塘街道,玉龙社区采样点,大连市高新区亿达玉龙湾小区门口,周三、周六8：00-11：30 、13：30-18：00,86293303
1016,高新区,龙王塘街道,丰顺社区采样点,大连市高新区万科樱花园22号楼公建,周三、周六8：00-11：30 、13：30-18：00,86182012
1017,高新区,龙王塘街道,玉川社区采样点,大连市高新区悦翠台一期别墅对面售楼处,周三、周六8：00-11：30 、13：30-18：00,39687680
1018,高新区,龙王塘街道,丰尚社区采样点,大连市高新区万科樱花园27号楼广场,周三、周六8：00-11：30 、13：30-18：00,86182012
1019,高新区,龙王塘街道,熙龙社区采样点,大连市高新区思情街30号公建,周三、周六8：00-11：30 、13：30-18：00,86394108
1020,高新区,龙王塘街道,老大队采样点,大连市高新区大龙塘老大队,周三、周六8：00-11：30 、13：30-18：00,86297016
1021,高新区,龙王塘街道,明珠社区采样点,大连市高新区海尚广场,周三、周六8：00-11：30 、13：30-18：00,86179970
1022,高新区,龙王塘街道,雅川社区采样点,大连市高新区悦翠台二期旁,周三、周六8：00-11：30 、13：30-18：00,39876876
1023,高新区,龙王塘街道,黄泥川社区采样点,大连市高新区金川家园小区文体中心旁小广场,周三、周六8：00-11：30 、13：30-18：00,86298438
1024,高新区,龙王塘街道,欣川社区采样点,大连市高新区玉川路73-2号,周三、周六8：00-11：30 、13：30-18：00,39687680
1025,高新区,龙王塘街道,鲍鱼肚村采样点,大连市高新区鲍香路211号,周三、周六8：00-11：30 、13：30-18：00,86294019
1026,高新区,龙王塘街道,龙王塘中心社区采样点,大连市高新区顺龙路53号,周三、周六8：00-11：30 、13：30-18：00,86354000
1027,长兴岛,长兴岛街道,海上村采样点,大连市长兴岛经济技术开发区长兴岛街道海上村委会东侧,周三、周六8：00-11：00、13：00-15：00,85284117
1028,长兴岛,长兴岛街道,广福村采样点,大连市长兴岛经济技术开发区长兴岛街道广福党员活动室,周三、周六8：00-11：00、13：00-15：00,85287509
1029,长兴岛,长兴岛街道,三堂金宇家园采样点,大连市长兴岛经济技术开发区长兴岛街道金宇家园小区南侧308-10,周三、周六8：00-11：00、13：00-15：00,85282458
1030,长兴岛,长兴岛街道,三咀张齐楼诊所采样点,大连市长兴岛经济技术开发区长兴岛街道三咀张齐楼诊所,周三、周六8：00-11：00、13：00-15：00,85285013
1031,长兴岛,长兴岛街道,长岭龙泉家园采样点,大连市长兴岛经济技术开发区长兴岛街道长岭龙泉家园,周三、周六8：00-11：00、13：00-15：00,85270019
1032,长兴岛,长兴岛街道,沙包村采样点,大连市长兴岛经济技术开发区长兴岛街道沙包村委会后院,周三、周六8：00-11：00、13：00-15：00,85277009
1033,长兴岛,长兴岛街道,新港村采样点,大连市长兴岛经济技术开发区长兴岛街道新港文化活动中心,周三、周六8：00-11：00、13：00-15：00,85273009
1034,长兴岛,长兴岛街道,世耀村采样点,大连市长兴岛经济技术开发区长兴岛街道世耀安居小区小辉鲜满楼,周三、周六8：00-11：00、13：00-15：00,85279008
1035,长兴岛,交流岛街道,朝阳村采样点,大连市长兴岛经济技术开发区交流岛街道朝阳村委会,周三、周六8：00-10：00,85231045
1036,长兴岛,交流岛街道,西海头村采样点,大连市长兴岛经济技术开发区交流岛街道西海头村委会,周三、周六8：00-10：00,85233387
1037,长兴岛,交流岛街道,东北村采样点,大连市长兴岛经济技术开发区交流岛街道东北村委会,周三、周六13：00-14：00,85236547
1038,长兴岛,交流岛街道,前哨村采样点,大连市长兴岛经济技术开发区交流岛街道前哨村委会,周三、周六13：00-14：00,85236879
1039,长兴岛,交流岛街道,交流岛村采样点,大连市长兴岛经济技术开发区交流岛街道交流岛村委会,周三、周六8：00-11：00、12：30-14：30,85230010
